'XYAGREEMENTACCOUNTID'	10	${now}
'XYAGREEMENTACCOUNTVERSIONID'	10	${now}
'XYDIVIDENDID'	2453	${now}
'XYFXCONVENTIONID'	21	${now}
'XYFXRATEID'	10641	${now}
'XYINTERESTRATEID'	1001	${now}
'XYPRICEID'	239095	${now}
'XYSWAPID'	10	${now}
'XYSWAPVERSIONID'	10	${now}
'XYAGREEMENTMARGINID'	10	${now}
'XYBUYERCOMMISSIONID'	10	${now}
'XYINSTRUMENTCATEGORYID'	10	${now}
'XYSELLERCOMMISSIONID'	10	${now}
'XYSELLERFUNDINGID'	10	${now}
'XYSELLERMARGINID'	10	${now}
